"DateTime","Taxon","dens","sd"
2014-04-04,"Daphnia",0,NA
2014-04-04,"Ceriodaphnia",0,NA
2014-04-04,"Cyclopoida",5.80645161290323,NA
2014-04-04,"Nauplii",28.3870967741935,NA
2014-04-04,"Bosmina",1.93548387096774,NA
2014-04-04,"Conochilus",5.80645161290323,NA
2014-04-04,"Keratella",66.4516129032258,NA
2014-04-04,"Kellicottia",0,NA
2014-04-04,"Polyarthra",26.7741935483871,NA
2014-04-04,"Trichocerca",1.93548387096774,NA
2014-04-17,"Daphnia",13.5483870967742,NA
2014-04-17,"Ceriodaphnia",0,NA
2014-04-17,"Cyclopoida",24.1935483870968,NA
2014-04-17,"Nauplii",161.290322580645,NA
2014-04-17,"Bosmina",44.1935483870968,NA
2014-04-17,"Conochilus",2.90322580645161,NA
2014-04-17,"Keratella",62.258064516129,NA
2014-04-17,"Kellicottia",0,NA
2014-04-17,"Polyarthra",29.0322580645161,NA
2014-04-17,"Trichocerca",0,NA
2014-04-30,"Daphnia",26.7741935483871,0.289913780286484
2014-04-30,"Ceriodaphnia",0,NA
2014-04-30,"Cyclopoida",26.7741935483871,NA
2014-04-30,"Nauplii",281.935483870968,NA
2014-04-30,"Bosmina",67.0967741935484,NA
2014-04-30,"Conochilus",134.193548387097,NA
2014-04-30,"Keratella",47.0967741935484,NA
2014-04-30,"Kellicottia",0,NA
2014-04-30,"Polyarthra",13.5483870967742,NA
2014-04-30,"Trichocerca",0,NA
2014-05-14,"Daphnia",44.8387096774194,NA
2014-05-14,"Ceriodaphnia",0,NA
2014-05-14,"Cyclopoida",71.6129032258065,NA
2014-05-14,"Nauplii",195.161290322581,NA
2014-05-14,"Bosmina",12.5806451612903,NA
2014-05-14,"Conochilus",2067.09677419355,NA
2014-05-14,"Keratella",28.7096774193548,NA
2014-05-14,"Kellicottia",0,NA
2014-05-14,"Polyarthra",19.6774193548387,NA
2014-05-14,"Trichocerca",1.93548387096774,NA
2014-05-29,"Daphnia",6.7741935483871,NA
2014-05-29,"Ceriodaphnia",0,NA
2014-05-29,"Cyclopoida",26.7741935483871,NA
2014-05-29,"Nauplii",163.225806451613,NA
2014-05-29,"Bosmina",0,NA
2014-05-29,"Conochilus",134.193548387097,NA
2014-05-29,"Keratella",58.0645161290323,NA
2014-05-29,"Kellicottia",4.51612903225806,NA
2014-05-29,"Polyarthra",20,NA
2014-05-29,"Trichocerca",2.25806451612903,NA
2014-06-04,"Daphnia",44.8387096774194,NA
2014-06-04,"Ceriodaphnia",0,NA
2014-06-04,"Cyclopoida",105.483870967742,NA
2014-06-04,"Nauplii",534.193548387097,NA
2014-06-04,"Bosmina",0,NA
2014-06-04,"Conochilus",94.8387096774194,NA
2014-06-04,"Keratella",603.870967741935,NA
2014-06-04,"Kellicottia",28.7096774193548,NA
2014-06-04,"Polyarthra",9.03225806451613,NA
2014-06-04,"Trichocerca",0,NA
2014-06-18,"Daphnia",25.1612903225806,NA
2014-06-18,"Ceriodaphnia",0,NA
2014-06-18,"Cyclopoida",10.6451612903226,NA
2014-06-18,"Nauplii",57.4193548387097,NA
2014-06-18,"Bosmina",0,NA
2014-06-18,"Conochilus",91.2903225806452,NA
2014-06-18,"Keratella",148.387096774194,NA
2014-06-18,"Kellicottia",1.93548387096774,NA
2014-06-18,"Polyarthra",3.54838709677419,NA
2014-06-18,"Trichocerca",0,NA
2014-06-25,"Daphnia",87.741935483871,NA
2014-06-25,"Ceriodaphnia",0,NA
2014-06-25,"Cyclopoida",82.258064516129,NA
2014-06-25,"Nauplii",234.516129032258,NA
2014-06-25,"Bosmina",1.93548387096774,NA
2014-06-25,"Conochilus",148.387096774194,NA
2014-06-25,"Keratella",180.645161290323,NA
2014-06-25,"Kellicottia",98.3870967741935,NA
2014-06-25,"Polyarthra",14.1935483870968,NA
2014-06-25,"Trichocerca",1.93548387096774,NA
2014-07-02,"Daphnia",40.3225806451613,0.360624458405139
2014-07-02,"Ceriodaphnia",0.967741935483871,NA
2014-07-02,"Cyclopoida",24.8387096774194,NA
2014-07-02,"Nauplii",110.967741935484,NA
2014-07-02,"Bosmina",10.9677419354839,NA
2014-07-02,"Conochilus",7.74193548387097,NA
2014-07-02,"Keratella",253.548387096774,NA
2014-07-02,"Kellicottia",61.9354838709677,NA
2014-07-02,"Polyarthra",10.9677419354839,NA
2014-07-02,"Trichocerca",0,NA
2014-07-09,"Daphnia",6.45161290322581,0.0848528137423857
2014-07-09,"Ceriodaphnia",3.54838709677419,NA
2014-07-09,"Cyclopoida",21.6129032258065,NA
2014-07-09,"Nauplii",90.6451612903226,NA
2014-07-09,"Bosmina",0,NA
2014-07-09,"Conochilus",9.35483870967742,NA
2014-07-09,"Keratella",91.2903225806452,NA
2014-07-09,"Kellicottia",146.451612903226,NA
2014-07-09,"Polyarthra",2.25806451612903,NA
2014-07-09,"Trichocerca",0,NA
2014-07-23,"Daphnia",42.9032258064516,0.544472221513642
2014-07-23,"Ceriodaphnia",0,NA
2014-07-23,"Cyclopoida",141.290322580645,NA
2014-07-23,"Nauplii",472.58064516129,NA
2014-07-23,"Bosmina",3.54838709677419,NA
2014-07-23,"Conochilus",7.09677419354839,NA
2014-07-23,"Keratella",493.870967741935,NA
2014-07-23,"Kellicottia",1514.1935483871,NA
2014-07-23,"Polyarthra",5.48387096774194,NA
2014-07-23,"Trichocerca",1.93548387096774,NA
2014-08-13,"Daphnia",66.1290322580645,1.29400540957138
2014-08-13,"Ceriodaphnia",0,NA
2014-08-13,"Cyclopoida",66.1290322580645,NA
2014-08-13,"Nauplii",114.516129032258,NA
2014-08-13,"Bosmina",5.48387096774194,NA
2014-08-13,"Conochilus",0,NA
2014-08-13,"Keratella",193.225806451613,NA
2014-08-13,"Kellicottia",558.387096774194,NA
2014-08-13,"Polyarthra",1.93548387096774,NA
2014-08-13,"Trichocerca",5.48387096774194,NA
2014-09-04,"Daphnia",98.3870967741935,0.190918830920368
2014-09-04,"Ceriodaphnia",0,NA
2014-09-04,"Cyclopoida",295.161290322581,NA
2014-09-04,"Nauplii",1181.29032258065,NA
2014-09-04,"Bosmina",0,NA
2014-09-04,"Conochilus",0,NA
2014-09-04,"Keratella",192.258064516129,NA
2014-09-04,"Kellicottia",1114.1935483871,NA
2014-09-04,"Polyarthra",26.7741935483871,NA
2014-09-04,"Trichocerca",4.51612903225806,NA
2014-10-01,"Daphnia",53.5483870967742,NA
2014-10-01,"Ceriodaphnia",0,NA
2014-10-01,"Cyclopoida",382.58064516129,NA
2014-10-01,"Nauplii",738.387096774194,NA
2014-10-01,"Bosmina",40.3225806451613,NA
2014-10-01,"Conochilus",114.193548387097,NA
2014-10-01,"Keratella",583.870967741935,NA
2014-10-01,"Kellicottia",87.0967741935484,NA
2014-10-01,"Polyarthra",416.129032258065,NA
2014-10-01,"Trichocerca",275.161290322581,NA
2015-05-14,"Daphnia",0,NA
2015-05-14,"Ceriodaphnia",0,NA
2015-05-14,"Cyclopoida",33.5483870967742,NA
2015-05-14,"Nauplii",0,NA
2015-05-14,"Bosmina",2.58064516129032,NA
2015-05-14,"Conochilus",28.3870967741935,NA
2015-05-14,"Keratella",114.193548387097,NA
2015-05-14,"Kellicottia",1169.35483870968,NA
2015-05-14,"Polyarthra",0,NA
2015-05-14,"Trichocerca",0,NA
2015-05-28,"Daphnia",2.25806451612903,NA
2015-05-28,"Ceriodaphnia",2.25806451612903,NA
2015-05-28,"Cyclopoida",60,NA
2015-05-28,"Nauplii",76.1290322580645,NA
2015-05-28,"Bosmina",0,NA
2015-05-28,"Conochilus",50.6451612903226,NA
2015-05-28,"Keratella",101.290322580645,NA
2015-05-28,"Kellicottia",279.032258064516,NA
2015-05-28,"Polyarthra",126.774193548387,NA
2015-05-28,"Trichocerca",0,NA
2015-06-11,"Daphnia",41.6129032258065,NA
2015-06-11,"Ceriodaphnia",2.25806451612903,NA
2015-06-11,"Cyclopoida",43.8709677419355,NA
2015-06-11,"Nauplii",279.032258064516,NA
2015-06-11,"Bosmina",0,NA
2015-06-11,"Conochilus",25.4838709677419,NA
2015-06-11,"Keratella",963.548387096774,NA
2015-06-11,"Kellicottia",126.774193548387,NA
2015-06-11,"Polyarthra",25.4838709677419,NA
2015-06-11,"Trichocerca",0,NA
2015-06-25,"Daphnia",6.7741935483871,NA
2015-06-25,"Ceriodaphnia",2.25806451612903,NA
2015-06-25,"Cyclopoida",32.258064516129,NA
2015-06-25,"Nauplii",50.6451612903226,NA
2015-06-25,"Bosmina",0,NA
2015-06-25,"Conochilus",25.4838709677419,NA
2015-06-25,"Keratella",152.258064516129,NA
2015-06-25,"Kellicottia",50.6451612903226,NA
2015-06-25,"Polyarthra",0,NA
2015-06-25,"Trichocerca",0,NA
2015-07-09,"Daphnia",62.258064516129,0.558614357137373
2015-07-09,"Ceriodaphnia",2.25806451612903,NA
2015-07-09,"Cyclopoida",149.677419354839,NA
2015-07-09,"Nauplii",405.806451612903,NA
2015-07-09,"Bosmina",0,NA
2015-07-09,"Conochilus",0,NA
2015-07-09,"Keratella",101.290322580645,NA
2015-07-09,"Kellicottia",76.1290322580645,NA
2015-07-09,"Polyarthra",0,NA
2015-07-09,"Trichocerca",0,NA
2015-07-23,"Daphnia",0,NA
2015-07-23,"Ceriodaphnia",0,NA
2015-07-23,"Cyclopoida",82.9032258064516,NA
2015-07-23,"Nauplii",507.096774193548,NA
2015-07-23,"Bosmina",0,NA
2015-07-23,"Conochilus",0,NA
2015-07-23,"Keratella",304.193548387097,NA
2015-07-23,"Kellicottia",50.6451612903226,NA
2015-07-23,"Polyarthra",0,NA
2015-07-23,"Trichocerca",0,NA
2015-07-30,"Daphnia",9.03225806451613,0.0989949493661166
2015-07-30,"Ceriodaphnia",0,NA
2015-07-30,"Cyclopoida",69.0322580645161,NA
2015-07-30,"Nauplii",228.064516129032,NA
2015-07-30,"Bosmina",0,NA
2015-07-30,"Conochilus",0,NA
2015-07-30,"Keratella",811.290322580645,NA
2015-07-30,"Kellicottia",25.4838709677419,NA
2015-07-30,"Polyarthra",25.4838709677419,NA
2015-07-30,"Trichocerca",0,NA
2015-08-13,"Daphnia",4.51612903225806,NA
2015-08-13,"Ceriodaphnia",0,NA
2015-08-13,"Cyclopoida",46.1290322580645,NA
2015-08-13,"Nauplii",202.903225806452,NA
2015-08-13,"Bosmina",0,NA
2015-08-13,"Conochilus",50.6451612903226,NA
2015-08-13,"Keratella",354.838709677419,NA
2015-08-13,"Kellicottia",25.4838709677419,NA
2015-08-13,"Polyarthra",25.4838709677419,NA
2015-08-13,"Trichocerca",0,NA
2015-09-04,"Daphnia",34.5161290322581,0.0494974746830583
2015-09-04,"Ceriodaphnia",0,NA
2015-09-04,"Cyclopoida",80.6451612903226,NA
2015-09-04,"Nauplii",456.451612903226,NA
2015-09-04,"Bosmina",0,NA
2015-09-04,"Conochilus",25.4838709677419,NA
2015-09-04,"Keratella",304.193548387097,NA
2015-09-04,"Kellicottia",126.774193548387,NA
2015-09-04,"Polyarthra",25.4838709677419,NA
2015-09-04,"Trichocerca",0,NA
2015-09-18,"Daphnia",9.03225806451613,0.0989949493661166
2015-09-18,"Ceriodaphnia",0,NA
2015-09-18,"Cyclopoida",90,NA
2015-09-18,"Nauplii",583.225806451613,NA
2015-09-18,"Bosmina",4.51612903225806,NA
2015-09-18,"Conochilus",76.1290322580645,NA
2015-09-18,"Keratella",152.258064516129,NA
2015-09-18,"Kellicottia",50.6451612903226,NA
2015-09-18,"Polyarthra",101.290322580645,NA
2015-09-18,"Trichocerca",25.4838709677419,NA
2015-10-02,"Daphnia",101.290322580645,NA
2015-10-02,"Ceriodaphnia",0,NA
2015-10-02,"Cyclopoida",107.096774193548,NA
2015-10-02,"Nauplii",279.032258064516,NA
2015-10-02,"Bosmina",5.48387096774194,NA
2015-10-02,"Conochilus",405.806451612903,NA
2015-10-02,"Keratella",126.774193548387,NA
2015-10-02,"Kellicottia",50.6451612903226,NA
2015-10-02,"Polyarthra",279.032258064516,NA
2015-10-02,"Trichocerca",0,NA
2015-10-23,"Daphnia",82.9032258064516,NA
2015-10-23,"Ceriodaphnia",0,NA
2015-10-23,"Cyclopoida",147.41935483871,NA
2015-10-23,"Nauplii",202.903225806452,NA
2015-10-23,"Bosmina",13.8709677419355,NA
2015-10-23,"Conochilus",50.6451612903226,NA
2015-10-23,"Keratella",177.41935483871,NA
2015-10-23,"Kellicottia",76.1290322580645,NA
2015-10-23,"Polyarthra",659.032258064516,NA
2015-10-23,"Trichocerca",0,NA
2016-04-06,"Daphnia",0,NA
2016-04-06,"Ceriodaphnia",0,NA
2016-04-06,"Cyclopoida",27.4193548387097,NA
2016-04-06,"Nauplii",33.8709677419355,NA
2016-04-06,"Bosmina",7.74193548387097,NA
2016-04-06,"Conochilus",101.290322580645,NA
2016-04-06,"Keratella",253.548387096774,NA
2016-04-06,"Kellicottia",42.258064516129,NA
2016-04-06,"Polyarthra",16.7741935483871,NA
2016-04-06,"Trichocerca",0,NA
2016-04-20,"Daphnia",20.9677419354839,NA
2016-04-20,"Ceriodaphnia",0,NA
2016-04-20,"Cyclopoida",34.8387096774194,NA
2016-04-20,"Nauplii",123.548387096774,NA
2016-04-20,"Bosmina",3.87096774193548,NA
2016-04-20,"Conochilus",0,NA
2016-04-20,"Keratella",313.870967741935,NA
2016-04-20,"Kellicottia",47.4193548387097,NA
2016-04-20,"Polyarthra",19.0322580645161,NA
2016-04-20,"Trichocerca",0,NA
2016-05-04,"Daphnia",13.2258064516129,NA
2016-05-04,"Ceriodaphnia",0,NA
2016-05-04,"Cyclopoida",90.6451612903226,NA
2016-05-04,"Nauplii",101.290322580645,NA
2016-05-04,"Bosmina",0,NA
2016-05-04,"Conochilus",0,NA
2016-05-04,"Keratella",430.967741935484,NA
2016-05-04,"Kellicottia",76.1290322580645,NA
2016-05-04,"Polyarthra",0,NA
2016-05-04,"Trichocerca",0,NA
2016-05-20,"Daphnia",2.25806451612903,NA
2016-05-20,"Ceriodaphnia",0,NA
2016-05-20,"Cyclopoida",71.2903225806452,NA
2016-05-20,"Nauplii",215.483870967742,NA
2016-05-20,"Bosmina",0,NA
2016-05-20,"Conochilus",0,NA
2016-05-20,"Keratella",684.516129032258,NA
2016-05-20,"Kellicottia",266.129032258065,NA
2016-05-20,"Polyarthra",126.774193548387,NA
2016-05-20,"Trichocerca",0,NA
2016-06-02,"Daphnia",11.6129032258065,NA
2016-06-02,"Ceriodaphnia",0,NA
2016-06-02,"Cyclopoida",102.58064516129,NA
2016-06-02,"Nauplii",139.354838709677,NA
2016-06-02,"Bosmina",0,NA
2016-06-02,"Conochilus",2560.64516129032,NA
2016-06-02,"Keratella",1026.77419354839,NA
2016-06-02,"Kellicottia",710,NA
2016-06-02,"Polyarthra",50.6451612903226,NA
2016-06-02,"Trichocerca",0,NA
2016-06-23,"Daphnia",60,NA
2016-06-23,"Ceriodaphnia",2.25806451612903,NA
2016-06-23,"Cyclopoida",239.677419354839,NA
2016-06-23,"Nauplii",557.741935483871,NA
2016-06-23,"Bosmina",0,NA
2016-06-23,"Conochilus",228.064516129032,NA
2016-06-23,"Keratella",329.677419354839,NA
2016-06-23,"Kellicottia",329.677419354839,NA
2016-06-23,"Polyarthra",126.774193548387,NA
2016-06-23,"Trichocerca",0,NA
2016-07-07,"Daphnia",12.5806451612903,NA
2016-07-07,"Ceriodaphnia",0,NA
2016-07-07,"Cyclopoida",69.6774193548387,NA
2016-07-07,"Nauplii",279.032258064516,NA
2016-07-07,"Bosmina",0,NA
2016-07-07,"Conochilus",228.064516129032,NA
2016-07-07,"Keratella",139.354838709677,NA
2016-07-07,"Kellicottia",0,NA
2016-07-07,"Polyarthra",215.483870967742,NA
2016-07-07,"Trichocerca",0,NA
2016-07-21,"Daphnia",4.51612903225806,NA
2016-07-21,"Ceriodaphnia",8.70967741935484,NA
2016-07-21,"Cyclopoida",79.3548387096774,NA
2016-07-21,"Nauplii",380.322580645161,NA
2016-07-21,"Bosmina",0,NA
2016-07-21,"Conochilus",16.7741935483871,NA
2016-07-21,"Keratella",92.9032258064516,NA
2016-07-21,"Kellicottia",59.0322580645161,NA
2016-07-21,"Polyarthra",84.5161290322581,NA
2016-07-21,"Trichocerca",0,NA
2016-08-03,"Daphnia",0,NA
